timestamp,sensor_id,sensor_type,district,edge_node,priority,reading,network_delay_ms,event_label,missing_flag,rolling_mean,rolling_std,z_score,minute_of_day,is_peak_hour,edge_bucket,edge_priority_score,send_raw_to_cloud,summary_anomaly,raw_selected,total_messages,pred_event,messages_sent_to_cloud,edge_compute_ms,cloud_compute_ms,estimated_latency_ms,method
2026-01-01 00:00:00,S0000,energy,residential,edge_residential,1,65.94602649396609,120.41778865994283,0,0,65.94602649396609,0.0,0.0,0,0,2026-01-01 00:00:00,0.1,0,0,0,20,0,0.05,8.5,29.5,144.1880048969743,edge_cloud_zero_etl
2026-01-01 00:01:00,S0000,energy,residential,edge_residential,1,71.28428130160884,87.42079922483808,0,0,68.61515389778747,3.774716174185881,0.7071065938594582,1,0,2026-01-01 00:00:00,0.1535279618661736,0,0,0,20,0,0.05,8.5,29.5,129.33935965117712,edge_cloud_zero_etl
2026-01-01 00:02:00,S0000,energy,residential,edge_residential,1,67.35105257324513,115.5385784595477,0,0,68.19378678960669,2.767108927635511,-0.30455393475519704,2,0,2026-01-01 00:00:00,0.1272754440256221,0,0,0,20,0,0.05,8.5,29.5,141.99236030679646,edge_cloud_zero_etl
2026-01-01 00:03:00,S0000,energy,residential,edge_residential,1,70.95995440092514,99.1827784779625,0,0,68.8853286924363,2.649059334633756,0.7831553254432252,3,0,2026-01-01 00:00:00,0.15366650555061792,0,0,0,20,0,0.05,8.5,29.5,134.63225031508313,edge_cloud_zero_etl
2026-01-01 00:04:00,S0000,energy,residential,edge_residential,1,63.13861892945841,66.75450385887866,0,0,67.73598673984073,3.4450066964795245,-1.3345014628212284,4,0,2026-01-01 00:00:00,0.18778053883568627,0,0,0,20,0,0.05,8.5,29.5,120.0395267364954,edge_cloud_zero_etl
2026-01-01 00:05:00,S0000,energy,residential,edge_residential,1,124.59161745594817,72.3562636868421,1,0,77.2119251925253,23.414843887274323,2.023489478214444,5,0,2026-01-01 00:05:00,0.28963484279606777,1,0,1,20,1,1.05,8.5,29.5,82.56031865907894,edge_cloud_zero_etl
2026-01-01 00:06:00,S0000,energy,residential,edge_residential,1,69.21547838779112,88.72204134714461,0,0,76.06957564899184,21.587353533457208,-0.3175051973403171,6,0,2026-01-01 00:05:00,0.18880574883401874,0,0,1,20,0,0.05,8.5,29.5,129.92491860621507,edge_cloud_zero_etl
2026-01-01 00:07:00,S0000,energy,residential,edge_residential,1,75.85066093074978,81.22345063677501,0,0,76.04221130921158,19.98615566789005,-0.009584152753567918,7,0,2026-01-01 00:05:00,0.16624654614897863,0,0,1,20,0,0.05,8.5,29.5,126.55055278654876,edge_cloud_zero_etl
2026-01-01 00:08:00,S0000,energy,residential,edge_residential,1,77.39482449526231,80.98922283517865,0,0,76.19250166321723,18.70077273264546,0.06429267843320406,8,0,2026-01-01 00:05:00,0.16497674166363124,0,0,1,20,0,0.05,8.5,29.5,126.4451502758304,edge_cloud_zero_etl
2026-01-01 00:09:00,S0000,energy,residential,edge_residential,1,62.6477304814805,74.27590091250899,0,0,74.83802454504355,18.144071422654513,-0.6718609681221492,9,0,2026-01-01 00:05:00,0.19840331694517205,0,0,1,20,0,0.05,8.5,29.5,123.42415541062906,edge_cloud_zero_etl
2026-01-01 00:10:00,S0000,energy,residential,edge_residential,1,65.88643661455774,43.8304728851801,0,0,74.83206555710271,18.147325766119476,-0.49294472171219156,10,0,2026-01-01 00:10:00,0.18835497679450547,0,0,0,20,0,0.05,8.5,29.5,109.72371279833105,edge_cloud_zero_etl
2026-01-01 00:11:00,S0000,energy,residential,edge_residential,1,74.60109246326068,75.49134713158617,0,0,75.1637466732679,18.105540416535845,-0.031076353756167505,11,0,2026-01-01 00:10:00,0.1619683671186114,0,0,0,20,0,0.05,8.5,29.5,123.97110620921379,edge_cloud_zero_etl
2026-01-01 00:12:00,S0000,energy,residential,edge_residential,1,58.83052063859719,35.637570721544805,0,0,74.31169347980311,18.70463840610278,-0.8276648645872777,12,0,2026-01-01 00:10:00,0.20948244353533418,0,0,0,20,0,0.05,8.5,29.5,106.03690682469517,edge_cloud_zero_etl
2026-01-01 00:13:00,S0000,energy,residential,edge_residential,1,68.07137262373645,87.43639137569875,0,0,74.02283530208425,18.7842858090152,-0.31683197445066114,13,0,2026-01-01 00:10:00,0.18126264583178328,0,0,0,20,0,0.05,8.5,29.5,129.34637611906444,edge_cloud_zero_etl
2026-01-01 00:14:00,S0000,energy,residential,edge_residential,1,70.33200653900232,65.47884425144588,0,0,74.74217406303862,18.456032162277133,-0.23895533158503293,14,0,2026-01-01 00:10:00,0.17517355970399628,0,0,0,20,0,0.05,8.5,29.5,119.46547991315065,edge_cloud_zero_etl
