timestamp,sensor_id,sensor_type,district,edge_node,priority,reading,network_delay_ms,event_label,missing_flag
2026-01-01 00:00:00,S0000,energy,residential,edge_residential,1,65.94602649396609,120.41778865994283,0,0
2026-01-01 00:00:00,S0001,structure,industrial,edge_industrial,2,0.30777233264287973,30.731841174581955,0,0
2026-01-01 00:00:00,S0002,energy,waterfront,edge_waterfront,1,66.64056657662948,105.2572210188115,0,0
2026-01-01 00:00:00,S0003,traffic,waterfront,edge_waterfront,2,81.29862949962606,43.53776498742057,1,0
2026-01-01 00:00:00,S0004,traffic,downtown,edge_downtown,2,41.930572310397956,37.44019598667427,0,0
2026-01-01 00:00:00,S0005,structure,residential,edge_residential,2,0.23852165368777795,52.237465954294095,0,0
2026-01-01 00:00:00,S0006,traffic,waterfront,edge_waterfront,2,30.520846315894044,44.657737154801204,0,0
2026-01-01 00:00:00,S0007,energy,waterfront,edge_waterfront,1,80.47925095901982,81.01628250119445,0,0
2026-01-01 00:00:00,S0008,energy,transit,edge_transit,1,71.6415740531838,107.1992636270772,0,0
2026-01-01 00:00:00,S0009,air_quality,transit,edge_transit,1,17.789359702868794,59.67236970278432,0,0
2026-01-01 00:00:00,S0010,traffic,downtown,edge_downtown,2,40.876749395368485,32.43970206106308,0,0
2026-01-01 00:00:00,S0011,traffic,transit,edge_transit,2,40.376195841238186,49.75366421752559,0,0
2026-01-01 00:00:00,S0012,traffic,residential,edge_residential,2,40.38159385974369,53.681824393958365,0,0
2026-01-01 00:00:00,S0013,air_quality,downtown,edge_downtown,1,15.89912018914984,80.46324314884814,0,0
2026-01-01 00:00:00,S0014,air_quality,industrial,edge_industrial,1,17.705677881495365,68.3780358686875,0,0
2026-01-01 00:00:00,S0015,air_quality,residential,edge_residential,1,18.44810632665986,88.44175236982883,0,0
2026-01-01 00:00:00,S0016,structure,transit,edge_transit,2,0.253552249249947,41.22167987687139,0,0
2026-01-01 00:00:00,S0017,energy,residential,edge_residential,1,73.55008040323386,83.13673722820454,0,0
2026-01-01 00:00:00,S0018,energy,transit,edge_transit,1,80.34015086869772,78.6829297821039,0,0
2026-01-01 00:00:00,S0019,structure,waterfront,edge_waterfront,2,0.25384172575899694,11.528252117202012,0,0
2026-01-01 00:00:00,S0020,traffic,transit,edge_transit,2,25.657509245928303,46.9051990413502,0,0
2026-01-01 00:00:00,S0021,traffic,industrial,edge_industrial,2,35.17964940361415,57.083450246377176,0,0
2026-01-01 00:00:00,S0022,energy,transit,edge_transit,1,73.33016237064987,94.87368723513451,0,0
2026-01-01 00:00:00,S0023,traffic,residential,edge_residential,2,35.319476094012686,23.74634098758974,0,0
2026-01-01 00:00:00,S0024,traffic,downtown,edge_downtown,2,32.38579446823965,31.267238585082286,0,0
2026-01-01 00:00:00,S0025,air_quality,downtown,edge_downtown,1,19.122458680498422,64.97926867887982,0,0
2026-01-01 00:00:00,S0026,air_quality,transit,edge_transit,1,19.435763034149286,57.08356555490726,0,0
2026-01-01 00:00:00,S0027,structure,industrial,edge_industrial,2,0.2445663379186802,39.18086443450057,0,0
2026-01-01 00:00:00,S0028,energy,residential,edge_residential,1,64.37514151689797,77.9968493663347,0,0
2026-01-01 00:00:00,S0029,air_quality,industrial,edge_industrial,1,16.18076225696336,78.86751743354239,0,0
2026-01-01 00:00:00,S0030,air_quality,industrial,edge_industrial,1,19.193127810927837,66.56016256563912,0,0
2026-01-01 00:00:00,S0031,traffic,downtown,edge_downtown,2,28.672540665712095,49.20270158877148,0,0
2026-01-01 00:00:00,S0032,traffic,industrial,edge_industrial,2,36.212659919724956,28.586464275246605,0,0
2026-01-01 00:00:00,S0033,traffic,waterfront,edge_waterfront,2,44.62247869144545,29.008229028167136,1,0
2026-01-01 00:00:00,S0034,energy,residential,edge_residential,1,81.60100597864142,83.88768830263207,0,0
2026-01-01 00:00:00,S0035,traffic,industrial,edge_industrial,2,32.276583292920144,60.44349676157447,0,0
2026-01-01 00:00:00,S0036,air_quality,residential,edge_residential,1,22.001779842055996,48.819859908672306,0,0
2026-01-01 00:00:00,S0037,traffic,waterfront,edge_waterfront,2,26.650368008943808,50.38292719054091,0,0
2026-01-01 00:00:00,S0038,energy,industrial,edge_industrial,1,73.82267435311233,87.990255497647,0,0
2026-01-01 00:00:00,S0039,traffic,residential,edge_residential,2,30.56637992865121,41.48678969352059,0,0
2026-01-01 00:01:00,S0000,energy,residential,edge_residential,1,71.28428130160884,87.42079922483808,0,0
2026-01-01 00:01:00,S0001,structure,industrial,edge_industrial,2,0.2766405649602744,38.59470246168035,0,0
2026-01-01 00:01:00,S0002,energy,waterfront,edge_waterfront,1,69.74947296321476,88.69993782504311,0,0
2026-01-01 00:01:00,S0003,traffic,waterfront,edge_waterfront,2,22.358896418210435,35.318991422041705,0,0
2026-01-01 00:01:00,S0004,traffic,downtown,edge_downtown,2,30.422195237611525,37.97787703110687,0,0
2026-01-01 00:01:00,S0005,structure,residential,edge_residential,2,0.22199466720953565,36.45429723309489,0,0
2026-01-01 00:01:00,S0006,traffic,waterfront,edge_waterfront,2,29.072767631148036,47.3760971281491,0,0
2026-01-01 00:01:00,S0007,energy,waterfront,edge_waterfront,1,77.12926562763694,86.19936699966385,0,0
2026-01-01 00:01:00,S0008,energy,transit,edge_transit,1,73.1786302352005,98.48858135762413,0,0
2026-01-01 00:01:00,S0009,air_quality,transit,edge_transit,1,15.45384957967398,35.433829413135165,0,0
2026-01-01 00:01:00,S0010,traffic,downtown,edge_downtown,2,30.362777924768498,38.703739678825166,0,0
2026-01-01 00:01:00,S0011,traffic,transit,edge_transit,2,38.91384524924407,43.40573947929526,0,0
2026-01-01 00:01:00,S0012,traffic,residential,edge_residential,2,32.48264988594492,23.52911683438714,0,0
2026-01-01 00:01:00,S0013,air_quality,downtown,edge_downtown,1,20.06716972643455,92.90949622818769,0,0
2026-01-01 00:01:00,S0014,air_quality,industrial,edge_industrial,1,18.040648739376284,61.325096384119966,0,0
2026-01-01 00:01:00,S0015,air_quality,residential,edge_residential,1,16.64137792188563,62.17135152999221,0,0
2026-01-01 00:01:00,S0016,structure,transit,edge_transit,2,0.1877368941211479,45.871405243820504,0,0
2026-01-01 00:01:00,S0017,energy,residential,edge_residential,1,73.52932367690389,82.53362395859396,0,0
2026-01-01 00:01:00,S0018,energy,transit,edge_transit,1,72.84877675895706,98.16336601815266,0,0
2026-01-01 00:01:00,S0019,structure,waterfront,edge_waterfront,2,0.25284584387041165,22.839745758810153,0,0
2026-01-01 00:01:00,S0020,traffic,transit,edge_transit,2,37.27900667126679,46.266705602540746,0,0
2026-01-01 00:01:00,S0021,traffic,industrial,edge_industrial,2,38.49290403533216,44.133734642762036,0,0
2026-01-01 00:01:00,S0022,energy,transit,edge_transit,1,64.86393987853118,83.04305180383663,0,0
2026-01-01 00:01:00,S0023,traffic,residential,edge_residential,2,30.6976091820461,36.00611046703131,0,0
2026-01-01 00:01:00,S0024,traffic,downtown,edge_downtown,2,32.35600169313402,31.202015760842933,0,0
2026-01-01 00:01:00,S0025,air_quality,downtown,edge_downtown,1,17.19833282705141,74.2797750180851,0,0
2026-01-01 00:01:00,S0026,air_quality,transit,edge_transit,1,20.357492042519645,54.85332972241671,0,0
2026-01-01 00:01:00,S0027,structure,industrial,edge_industrial,2,0.24490133894823168,37.98053062724276,0,0
2026-01-01 00:01:00,S0028,energy,residential,edge_residential,1,83.44613418281405,101.82986819392465,0,0
2026-01-01 00:01:00,S0029,air_quality,industrial,edge_industrial,1,15.990325791442713,56.55462101693173,0,0
2026-01-01 00:01:00,S0030,air_quality,industrial,edge_industrial,1,18.554620518982762,48.46712346267752,0,0
2026-01-01 00:01:00,S0031,traffic,downtown,edge_downtown,2,37.051977354880506,27.848185899407824,0,0
2026-01-01 00:01:00,S0032,traffic,industrial,edge_industrial,2,41.05679876074915,40.24810390847392,0,0
2026-01-01 00:01:00,S0033,traffic,waterfront,edge_waterfront,2,43.7665590565791,53.78941180372664,0,0
2026-01-01 00:01:00,S0034,energy,residential,edge_residential,1,77.38479483732463,110.2666708953989,0,0
2026-01-01 00:01:00,S0035,traffic,industrial,edge_industrial,2,31.354510525400347,49.139335933299456,0,0
2026-01-01 00:01:00,S0036,air_quality,residential,edge_residential,1,21.18691845281042,77.97402469862385,0,0
2026-01-01 00:01:00,S0037,traffic,waterfront,edge_waterfront,2,42.861929681299785,44.6233311761892,0,0
2026-01-01 00:01:00,S0038,energy,industrial,edge_industrial,1,73.73617437794738,91.61054057407578,0,0
2026-01-01 00:01:00,S0039,traffic,residential,edge_residential,2,28.693766242604042,28.94982255698872,0,0
2026-01-01 00:02:00,S0000,energy,residential,edge_residential,1,67.35105257324513,115.5385784595477,0,0
2026-01-01 00:02:00,S0001,structure,industrial,edge_industrial,2,0.2587705648568022,32.09086526584722,0,0
2026-01-01 00:02:00,S0002,energy,waterfront,edge_waterfront,1,62.00593904321946,81.54667015813189,0,0
2026-01-01 00:02:00,S0003,traffic,waterfront,edge_waterfront,2,33.28360305619534,38.358634700968175,0,0
2026-01-01 00:02:00,S0004,traffic,downtown,edge_downtown,2,41.98153442821645,35.622991593089566,0,0
2026-01-01 00:02:00,S0005,structure,residential,edge_residential,2,0.27263212570291867,36.39313491022101,0,0
2026-01-01 00:02:00,S0006,traffic,waterfront,edge_waterfront,2,36.2313311776562,35.91318145775358,0,0
2026-01-01 00:02:00,S0007,energy,waterfront,edge_waterfront,1,70.98096358903364,34.40638298592339,0,0
2026-01-01 00:02:00,S0008,energy,transit,edge_transit,1,68.97318445131891,75.41636025147633,0,0
2026-01-01 00:02:00,S0009,air_quality,transit,edge_transit,1,16.56143865041912,93.52856162263467,0,0
2026-01-01 00:02:00,S0010,traffic,downtown,edge_downtown,2,27.79815034667705,58.599926269352395,0,0
2026-01-01 00:02:00,S0011,traffic,transit,edge_transit,2,40.09402371389357,34.397894728946504,0,0
2026-01-01 00:02:00,S0012,traffic,residential,edge_residential,2,35.34689977037156,63.07404001017068,0,0
2026-01-01 00:02:00,S0013,air_quality,downtown,edge_downtown,1,16.556312029976088,55.50389380259101,0,0
2026-01-01 00:02:00,S0014,air_quality,industrial,edge_industrial,1,19.73516984538881,59.72377206641595,0,0
2026-01-01 00:02:00,S0015,air_quality,residential,edge_residential,1,18.45141556367024,81.04430170638702,0,0
2026-01-01 00:02:00,S0016,structure,transit,edge_transit,2,0.25074678686530844,23.376034146704193,0,0
2026-01-01 00:02:00,S0017,energy,residential,edge_residential,1,72.40157026194453,52.80187618296978,0,0
2026-01-01 00:02:00,S0018,energy,transit,edge_transit,1,79.8873110448673,82.95390302851355,0,0
2026-01-01 00:02:00,S0019,structure,waterfront,edge_waterfront,2,0.28303216406109893,44.68661020594908,0,0
2026-01-01 00:02:00,S0020,traffic,transit,edge_transit,2,36.68241049598375,45.42850907753123,0,0
2026-01-01 00:02:00,S0021,traffic,industrial,edge_industrial,2,35.384282359010164,49.01292816092945,0,0
2026-01-01 00:02:00,S0022,energy,transit,edge_transit,1,182.1011365127651,78.8754273229735,1,0
2026-01-01 00:02:00,S0023,traffic,residential,edge_residential,2,43.56120081340987,57.98052256146265,0,0
2026-01-01 00:02:00,S0024,traffic,downtown,edge_downtown,2,33.54304161849941,45.49414584887568,0,0
2026-01-01 00:02:00,S0025,air_quality,downtown,edge_downtown,1,16.371358701730696,72.21457290234837,0,0
2026-01-01 00:02:00,S0026,air_quality,transit,edge_transit,1,16.528682135426894,52.82066396224519,0,0
2026-01-01 00:02:00,S0027,structure,industrial,edge_industrial,2,0.2877887480979593,53.68318290030901,0,0
2026-01-01 00:02:00,S0028,energy,residential,edge_residential,1,74.69090761002279,78.8733848035071,0,0
2026-01-01 00:02:00,S0029,air_quality,industrial,edge_industrial,1,30.92017359201772,63.45925017984049,1,0
2026-01-01 00:02:00,S0030,air_quality,industrial,edge_industrial,1,14.405324421716147,89.7591877289882,0,0
2026-01-01 00:02:00,S0031,traffic,downtown,edge_downtown,2,84.80268709218063,45.13571785086078,1,0
2026-01-01 00:02:00,S0032,traffic,industrial,edge_industrial,2,36.28662999812832,43.89589654806235,0,0
2026-01-01 00:02:00,S0033,traffic,waterfront,edge_waterfront,2,33.40841085834999,47.04638633492791,0,0
2026-01-01 00:02:00,S0034,energy,residential,edge_residential,1,68.46245254040943,96.93816907951455,0,0
2026-01-01 00:02:00,S0035,traffic,industrial,edge_industrial,2,28.789099381751136,43.45653333914768,0,0
2026-01-01 00:02:00,S0036,air_quality,residential,edge_residential,1,14.714717189274948,69.72371510700255,0,0
2026-01-01 00:02:00,S0037,traffic,waterfront,edge_waterfront,2,70.6404346626057,40.64800523405746,1,0
2026-01-01 00:02:00,S0038,energy,industrial,edge_industrial,1,68.31742515897295,66.70836062486568,0,0
2026-01-01 00:02:00,S0039,traffic,residential,edge_residential,2,37.73404554662615,36.293568043287664,0,0
2026-01-01 00:03:00,S0000,energy,residential,edge_residential,1,70.95995440092514,99.1827784779625,0,0
2026-01-01 00:03:00,S0001,structure,industrial,edge_industrial,2,0.2870687991356029,38.86636714779832,0,0
2026-01-01 00:03:00,S0002,energy,waterfront,edge_waterfront,1,68.84482325211569,75.52673993581972,0,0
2026-01-01 00:03:00,S0003,traffic,waterfront,edge_waterfront,2,26.697605751255026,49.96012573902889,0,0
2026-01-01 00:03:00,S0004,traffic,downtown,edge_downtown,2,40.7690027080094,45.66232104724691,0,0
2026-01-01 00:03:00,S0005,structure,residential,edge_residential,2,0.23424655758780905,34.05034531042776,0,0
2026-01-01 00:03:00,S0006,traffic,waterfront,edge_waterfront,2,26.596467146331065,69.19781779466449,0,0
2026-01-01 00:03:00,S0007,energy,waterfront,edge_waterfront,1,70.77387327377942,113.67675931807474,0,0
2026-01-01 00:03:00,S0008,energy,transit,edge_transit,1,71.38633996171092,66.99642191135824,0,0
2026-01-01 00:03:00,S0009,air_quality,transit,edge_transit,1,18.482032867301626,87.22573722134592,0,0
2026-01-01 00:03:00,S0010,traffic,downtown,edge_downtown,2,35.05652917256143,59.989367891498816,0,0
2026-01-01 00:03:00,S0011,traffic,transit,edge_transit,2,30.120081307026943,49.32214274303071,0,0
2026-01-01 00:03:00,S0012,traffic,residential,edge_residential,2,32.78049922343461,41.54092803404997,0,0
2026-01-01 00:03:00,S0013,air_quality,downtown,edge_downtown,1,17.431958153642526,50.911750551509186,0,0
2026-01-01 00:03:00,S0014,air_quality,industrial,edge_industrial,1,29.181665374382064,45.44906890944894,1,0
2026-01-01 00:03:00,S0015,air_quality,residential,edge_residential,1,19.018613795319517,68.3382922950504,0,0
2026-01-01 00:03:00,S0016,structure,transit,edge_transit,2,0.2559691914101643,32.23647180167858,0,0
2026-01-01 00:03:00,S0017,energy,residential,edge_residential,1,67.31431053832544,79.82115505452123,0,0
2026-01-01 00:03:00,S0018,energy,transit,edge_transit,1,56.32690773700486,92.83357930380815,0,0
